hyperedge_id,type,size,normal_count,abnormal_count,normal_ratio,abnormal_ratio,majority_label,majority_count,purity,entropy,is_bridge,vertices
HE_000478,knn,11,8,3,0.727273,0.272727,0,8,0.727273,0.845351,False,no1037.jpg|no1241.jpg|no280.jpg|no719.jpg|no728.jpg|no766.jpg|no955.jpg|no995.jpg|y1447.jpg|y744.jpg|y868.jpg
HE_000479,knn,11,0,11,0.000000,1.000000,1,11,1.000000,0.000000,False,y1015.jpg|y1027.jpg|y1087.jpg|y1096.jpg|y124.jpg|y752.jpg|y772.jpg|y831.jpg|y870.jpg|y888.jpg|y913.jpg
HE_000480,knn,11,7,4,0.636364,0.363636,0,7,0.636364,0.945660,True,no1454.jpg|no30.jpg|no538.jpg|no758.jpg|no759.jpg|no948.jpg|no999.jpg|y1027.jpg|y752.jpg|y831.jpg|y871.jpg
HE_000481,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no696.jpg|y1155.jpg|y1303.jpg|y228.jpg|y301.jpg|y326.jpg|y427.jpg|y63.jpg|y642.jpg|y819.jpg|y874.jpg
HE_000482,knn,11,8,3,0.727273,0.272727,0,8,0.727273,0.845351,False,no1043.jpg|no1328.jpg|no1499.jpg|no353.jpg|no392.jpg|no402.jpg|no776.jpg|no858.jpg|y1266.jpg|y731.jpg|y876.jpg
HE_000483,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,no1040.jpg|no151.jpg|no404.jpg|no497.jpg|no552.jpg|no959.jpg|y136.jpg|y1496.jpg|y77.jpg|y881.jpg|y889.jpg
HE_000484,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,No19.jpg|no1092.jpg|no1346.jpg|no538.jpg|no631.jpg|no7.jpg|y1027.jpg|y752.jpg|y831.jpg|y870.jpg|y888.jpg
HE_000485,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,no1040.jpg|no26.jpg|no448.jpg|no497.jpg|no786.jpg|no959.jpg|y136.jpg|y1496.jpg|y77.jpg|y881.jpg|y889.jpg
HE_000486,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,No13.jpg|no1296.jpg|no479.jpg|no672.jpg|no950.jpg|y1049.jpg|y1080.jpg|y1087.jpg|y124.jpg|y890.jpg|y913.jpg
HE_000487,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no473.jpg|y1192.jpg|y363.jpg|y386.jpg|y476.jpg|y557.jpg|y582.jpg|y617.jpg|y620.jpg|y895.jpg|y991.jpg
HE_000488,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no1040.jpg|y1013.jpg|y1047.jpg|y119.jpg|y1213.jpg|y1244.jpg|y1335.jpg|y734.jpg|y765.jpg|y90.jpg|y994.jpg
HE_000489,knn,11,2,9,0.181818,0.818182,1,9,0.818182,0.684038,False,no1229.jpg|no544.jpg|y1069.jpg|y1136.jpg|y1232.jpg|y1237.jpg|y1435.jpg|y216.jpg|y298.jpg|y541.jpg|y909.jpg
HE_000490,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no218.jpg|no267.jpg|no637.jpg|y1030.jpg|y1222.jpg|y154.jpg|y402.jpg|y471.jpg|y626.jpg|y678.jpg|y910.jpg
HE_000491,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no213.jpg|no479.jpg|no672.jpg|no950.jpg|y1087.jpg|y1096.jpg|y124.jpg|y125.jpg|y772.jpg|y870.jpg|y913.jpg
HE_000492,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no1025.jpg|no547.jpg|no713.jpg|no873.jpg|no930.jpg|y1197.jpg|y1461.jpg|y54.jpg|y698.jpg|y780.jpg|y915.jpg
HE_000493,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no1040.jpg|no404.jpg|no497.jpg|no959.jpg|y1107.jpg|y1496.jpg|y747.jpg|y77.jpg|y881.jpg|y926.jpg|y982.jpg
HE_000494,knn,11,7,4,0.636364,0.363636,0,7,0.636364,0.945660,True,no1094.jpg|no1130.jpg|no1236.jpg|no1321.jpg|no442.jpg|no507.jpg|no756.jpg|y1020.jpg|y1212.jpg|y214.jpg|y935.jpg
HE_000495,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no298.jpg|no331.jpg|no809.jpg|y100.jpg|y1063.jpg|y1125.jpg|y1162.jpg|y1242.jpg|y744.jpg|y942.jpg|y979.jpg
HE_000496,knn,11,10,1,0.909091,0.090909,0,10,0.909091,0.439497,False,no1091.jpg|no1119.jpg|no1186.jpg|no162.jpg|no645.jpg|no708.jpg|no821.jpg|no877.jpg|no904.jpg|no976.jpg|y960.jpg
HE_000497,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no672.jpg|y1015.jpg|y1049.jpg|y1080.jpg|y1087.jpg|y1147.jpg|y1207.jpg|y1213.jpg|y65.jpg|y765.jpg|y961.jpg
HE_000498,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no120.jpg|no298.jpg|no331.jpg|no809.jpg|y100.jpg|y1063.jpg|y1125.jpg|y1162.jpg|y1242.jpg|y942.jpg|y979.jpg
HE_000499,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no151.jpg|no497.jpg|no890.jpg|y102.jpg|y110.jpg|y1345.jpg|y747.jpg|y748.jpg|y881.jpg|y926.jpg|y982.jpg
HE_000500,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no473.jpg|y326.jpg|y334.jpg|y377.jpg|y386.jpg|y427.jpg|y449.jpg|y582.jpg|y686.jpg|y874.jpg|y991.jpg
HE_000501,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no220.jpg|no245.jpg|no97.jpg|y1078.jpg|y1178.jpg|y327.jpg|y502.jpg|y570.jpg|y6.jpg|y798.jpg|y992.jpg
HE_000502,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1491.jpg|no464.jpg|no885.jpg|y1080.jpg|y119.jpg|y1213.jpg|y1335.jpg|y734.jpg|y765.jpg|y90.jpg|y994.jpg
HE_000503,knn,11,2,9,0.181818,0.818182,1,9,0.818182,0.684038,False,no544.jpg|no73.jpg|y1147.jpg|y1168.jpg|y1203.jpg|y1279.jpg|y1435.jpg|y216.jpg|y298.jpg|y541.jpg|y999.jpg
