source_image,target_image,hyperedge_path,hyperedge_types,hyperedge_centers_json,distance
z_90_00098.png,z_90_01124.png,"HE_000015,HE_000006","mapper_topology,mapper_topology","[[-0.01767385264040018, 0.09969446291491169, -0.07167791196755856, 0.05259357230292721, -0.09016804149677715, -0.08060649399196976, 0.027003299133359523, -0.0030527428514956663], [0.0014436917146309846, 0.07741508708328824, -0.1587915324942371, 0.05240431221821122, -0.09124853297667711, -0.06824485514080977, -0.04235651023326734, -0.02953859388959012]]",0.31144524142504937
